date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:20:09	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:08%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/56817442_454625725078991_4877738549262155776_n-1024x768.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/56817442_454625725078991_4877738549262155776_n-1024x768.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:09	61283/61283	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:51:24%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/56817442_454625725078991_4877738549262155776_n-1024x768.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/56817442_454625725078991_4877738549262155776_n-1024x768.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:10	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:10%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_1024/https://keshilliveterinar.com/wp-content/uploads/2019/06/56857512_276157926656696_1530527826611011584_n.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_1024/https_/keshilliveterinar.com/wp-content/uploads/2019/06/56857512_276157926656696_1530527826611011584_n.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:10	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:10%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/56857512_276157926656696_1530527826611011584_n.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/56857512_276157926656696_1530527826611011584_n.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:10	76680/76680	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:51:25%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/56857512_276157926656696_1530527826611011584_n.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/56857512_276157926656696_1530527826611011584_n.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:12	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:11%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_1024/https://keshilliveterinar.com/wp-content/uploads/2019/06/56857583_1469669119873603_6728345223014907904_n.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_1024/https_/keshilliveterinar.com/wp-content/uploads/2019/06/56857583_1469669119873603_6728345223014907904_n.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:12	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:11%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/56857583_1469669119873603_6728345223014907904_n.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/56857583_1469669119873603_6728345223014907904_n.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:12	62934/62934	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:51:27%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/56857583_1469669119873603_6728345223014907904_n.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/56857583_1469669119873603_6728345223014907904_n.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:13	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:12%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1-1024x768.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1-1024x768.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:13	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:13%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1-1024x768.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1-1024x768.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:13	61257/61257	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:51:29%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1-1024x768.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1-1024x768.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:14	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:14%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1024x768.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1024x768.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:15	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:14%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1024x768.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1024x768.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:15	61257/61257	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:51:31%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1024x768.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/57088295_763378330722845_8208725140326842368_n-1024x768.jpg	(from https://keshilliveterinar.com/galeria/)
17:20:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jun%202020%2015:20:16%20GMT	https://keshilliveterinar.com/?p=188	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/index9e8b.html	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:17	2449/2449	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20Jun%202020%2015:20:16%20GMT	https://keshilliveterinar.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkeshilliveterinar.com%2Fkursi-i-1-farmacise-korrik-gusht-2018%2F	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-json/oembed/1.0/embedf99d.json	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:18	2541/2541	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20Jun%202020%2015:20:17%20GMT	https://keshilliveterinar.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkeshilliveterinar.com%2Fkursi-i-1-farmacise-korrik-gusht-2018%2F&format=xml	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-json/oembed/1.0/embed5028	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:18	0/0	---M-Z	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:17%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait,w_275,h_237/https://keshilliveterinar.com/wp-content/uploads/2019/06/cropped-stema.png	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait,w_275,h_237/https_/keshilliveterinar.com/wp-content/uploads/2019/06/cropped-stema.png	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:18	0/-1	---M--	301	error ('')			https://keshilliveterinar.com/wp-admin	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-admin.75.delayed	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:19	23985/23985	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:21%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/1.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:19	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:18%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_404/https://keshilliveterinar.com/wp-content/uploads/2019/06/1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_404/https_/keshilliveterinar.com/wp-content/uploads/2019/06/1.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:19	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:19%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/1.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:21	20162/20162	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:25%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/5.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/5.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:21	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:21%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_493/https://keshilliveterinar.com/wp-content/uploads/2019/06/5.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_493/https_/keshilliveterinar.com/wp-content/uploads/2019/06/5.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:21	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:21%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/5.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/5.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:22	29482/29482	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:29%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/22.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/22.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:23	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:22%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_535/https://keshilliveterinar.com/wp-content/uploads/2019/06/22.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_535/https_/keshilliveterinar.com/wp-content/uploads/2019/06/22.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:23	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:22%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/22.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/22.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:24	22804/22804	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:30%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/33.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/33.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:24	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:23%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_459/https://keshilliveterinar.com/wp-content/uploads/2019/06/33.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_459/https_/keshilliveterinar.com/wp-content/uploads/2019/06/33.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:24	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:24%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/33.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/33.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:25	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:25%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://keshilliveterinar.com/wp-content/uploads/2019/06/44-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/keshilliveterinar.com/wp-content/uploads/2019/06/44-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:26	56366/56366	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:31%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/44-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/44-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:26	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:25%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/44-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/44-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:27	19723/19723	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:33%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/66.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/66.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:27	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:26%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_440/https://keshilliveterinar.com/wp-content/uploads/2019/06/66.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_440/https_/keshilliveterinar.com/wp-content/uploads/2019/06/66.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:27	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:26%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/66.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/66.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:28	24976/24976	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:34%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/77.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/77.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:28	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:28%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_506/https://keshilliveterinar.com/wp-content/uploads/2019/06/77.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_506/https_/keshilliveterinar.com/wp-content/uploads/2019/06/77.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:28	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:28%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/77.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/77.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:30	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:29%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://keshilliveterinar.com/wp-content/uploads/2019/06/88-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/keshilliveterinar.com/wp-content/uploads/2019/06/88-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:30	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:30%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/88-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/88-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:30	58114/58114	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:36%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/88-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/88-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:31	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:31%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://keshilliveterinar.com/wp-content/uploads/2019/06/99-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/keshilliveterinar.com/wp-content/uploads/2019/06/99-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:32	53797/53797	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:38%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/99-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/99-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:32	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:31%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/99-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/99-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:33	30132/30132	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:38%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/111.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/111.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:33	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:32%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_489/https://keshilliveterinar.com/wp-content/uploads/2019/06/111.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_489/https_/keshilliveterinar.com/wp-content/uploads/2019/06/111.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:33	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:32%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/111.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/111.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:34	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:34%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://keshilliveterinar.com/wp-content/uploads/2019/06/333-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/keshilliveterinar.com/wp-content/uploads/2019/06/333-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:35	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:34%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://keshilliveterinar.com/wp-content/uploads/2019/06/333-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/keshilliveterinar.com/wp-content/uploads/2019/06/333-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:35	58507/58507	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2012:58:40%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/333-768x1024.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/333-768x1024.jpg	(from https://keshilliveterinar.com/kursi-i-1-farmacise-korrik-gusht-2018/)
17:20:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jun%202020%2015:20:35%20GMT	https://keshilliveterinar.com/?p=210	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/indexe4c6.html	(from https://keshilliveterinar.com/kursi-i-2-i-farmacise-shtator-tetor-2018/)
17:20:36	2458/2458	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20Jun%202020%2015:20:35%20GMT	https://keshilliveterinar.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkeshilliveterinar.com%2Fkursi-i-2-i-farmacise-shtator-tetor-2018%2F	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-json/oembed/1.0/embedd43a.json	(from https://keshilliveterinar.com/kursi-i-2-i-farmacise-shtator-tetor-2018/)
17:20:37	2550/2550	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20Jun%202020%2015:20:36%20GMT	https://keshilliveterinar.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkeshilliveterinar.com%2Fkursi-i-2-i-farmacise-shtator-tetor-2018%2F&format=xml	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-json/oembed/1.0/embedd9f4	(from https://keshilliveterinar.com/kursi-i-2-i-farmacise-shtator-tetor-2018/)
17:20:37	0/0	---M-Z	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:36%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait,w_275,h_237/https://keshilliveterinar.com/wp-content/uploads/2019/06/cropped-stema.png	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_lqip,ret_wait,w_275,h_237/https_/keshilliveterinar.com/wp-content/uploads/2019/06/cropped-stema.png	(from https://keshilliveterinar.com/kursi-i-2-i-farmacise-shtator-tetor-2018/)
17:20:37	0/-1	---M--	301	error ('')			https://keshilliveterinar.com/wp-admin	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-admin.9a.delayed	(from https://keshilliveterinar.com/kursi-i-2-i-farmacise-shtator-tetor-2018/)
17:20:38	27205/27205	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202019%2013:01:07%20GMT	https://keshilliveterinar.com/wp-content/uploads/2019/06/1-1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/keshilliveterinar.com/wp-content/uploads/2019/06/1-1.jpg	(from https://keshilliveterinar.com/kursi-i-2-i-farmacise-shtator-tetor-2018/)
17:20:38	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2015:20:37%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_523/https://keshilliveterinar.com/wp-content/uploads/2019/06/1-1.jpg	C:/My%20Web%20Sites/keshilli%20veterinar/cdn.shortpixel.ai/client/q_glossy,ret_img,w_523/https_/keshilliveterinar.com/wp-content/uploads/2019/06/1-1.jpg	(from https://keshilliveterinar.com/kursi-i-2-i-farmacise-shtator-tetor-2018/)
